"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"OG0012990:" 163.176655804697 -3.60053469440055 0.603479057207999 -5.96629601540517 2.42699813931145e-09 2.89081297571622e-05
"OG0037547:" 37.2403739864233 4.58257872777275 0.768623512728894 5.96205899492057 2.49079181088766e-09 2.89081297571622e-05
"OG0003575:" 85.7447993925716 -3.45540723092591 0.651854318064489 -5.30088876481764 1.15240289750094e-07 0.000891652535226394
"OG0014377:" 361.321242120272 3.15512917726667 0.6033955360343 5.22895677684847 1.70469210048547e-07 0.000989232825911721
"OG0000383:" 181.164594983896 2.50398969316854 0.49799985493521 5.02809321800767 4.9538106021915e-07 0.00142304829465627
"OG0001726:" 190.522474381974 -3.00178093843432 0.604149977232844 -4.96860225367088 6.74372360900352e-07 0.00142304829465627
"OG0003758:" 127.541706341878 2.96186336605549 0.579223344926897 5.11350827275324 3.16229900135533e-07 0.00142304829465627
"OG0016686:" 290.725006371401 2.20333626356524 0.441073011831347 4.99540031800387 5.87138454481579e-07 0.00142304829465627
"OG0020105:" 462.41008550581 2.12688402289889 0.423098118540301 5.02692857684335 4.98397872360547e-07 0.00142304829465627
"OG0029381:" 801.351001530508 2.18521237351931 0.43206307589088 5.05762351715331 4.24513466813877e-07 0.00142304829465627
"OG0029382:" 772.29800719152 2.14747159848686 0.432004659407269 4.97094545561913 6.66271932965144e-07 0.00142304829465627
"OG0032583:" 738.917504516317 2.45757955996828 0.501460267239773 4.90084603012662 9.54248227390912e-07 0.00184583415451649
"OG0015294:" 78.2398278326747 -3.8734954421594 0.798926474943461 -4.84837536825091 1.24476696256484e-06 0.00222257928731193
"OG0012265:" 124.975787411224 2.56421085372502 0.53360160044061 4.80547819123421 1.5438206681999e-06 0.00255965466787543
"OG0021318:" 123.706367482623 -2.82176102019453 0.594975974682843 -4.74264699797112 2.10943658623567e-06 0.00326428280264682
"OG0025730:" 111.235537793733 2.2548879770663 0.483521983318801 4.66346527119447 3.10928677805934e-06 0.00424545674660668
"OG0031060:" 808.983763890719 -2.19594925012997 0.470092679895883 -4.6713113052863 2.9928295582796e-06 0.00424545674660668
"OG0001677:" 776.237008303422 -1.73885227778948 0.374902620635753 -4.63814383276586 3.5155211179208e-06 0.00437473466417909
"OG0017617:" 414.175705610436 1.63281819044671 0.352330799155687 4.63433283255263 3.58090464498547e-06 0.00437473466417909
"OG0007135:" 228.181947196108 -1.73197811919735 0.375967060875681 -4.60672835317892 4.09053810887867e-06 0.00458795293373835
"OG0023802:" 81.0392293027326 2.38882188188528 0.518893087564476 4.60368800266289 4.15074149614446e-06 0.00458795293373835
"OG0000057:" 244.293500785095 2.66115462893101 0.589810374054969 4.51188169281505 6.4255026946366e-06 0.00648472906730021
"OG0014426:" 917.992835526536 1.3585722637632 0.301019453872012 4.51323742132905 6.38454815063741e-06 0.00648472906730021
"OG0016047:" 88.6551379524864 3.07811794058559 0.688641968619335 4.4698378560298 7.82789171793249e-06 0.00757087593986037
"OG0000983:" 680.925381963987 2.07187422516147 0.469901018909655 4.40917159526274 1.03766783015541e-05 0.00963453826942699
"OG0013048:" 135.304745670265 -3.04542813122083 0.700296611352933 -4.34876890998693 1.36903877268351e-05 0.010957975169493
"OG0018051:" 67.0586397640784 3.02939834533209 0.695212377035857 4.35751497729139 1.31547499342519e-05 0.010957975169493
"OG0028836:" 36.4253862153793 3.2038192961878 0.735613281182267 4.3553037691743 1.32882511493778e-05 0.010957975169493
"OG0035300:" 150.676383518083 2.20491673131343 0.505026608662737 4.36594170186764 1.26576238754139e-05 0.010957975169493
"OG0037167:" 65.8940741254457 -2.78732116858293 0.657192596357534 -4.24125467029233 2.22273756192416e-05 0.0171980614291279
"OG0032025:" 67.7088250900044 2.64554750397584 0.629798306334276 4.20062657737867 2.6617730357871e-05 0.0199306695828033
"OG0015943:" 118.242813065951 3.08059545428506 0.737966983426563 4.17443533853113 2.98726047541065e-05 0.0207112564168521
"OG0021773:" 77.5902152410568 2.12326503483368 0.508816145745137 4.17295137465471 3.00679130660624e-05 0.0207112564168521
"OG0021904:" 167.352036632658 -2.14841964101206 0.515741818318071 -4.16568826630824 3.1041463097816e-05 0.0207112564168521
"OG0022380:" 84.3895962236201 2.42719669227376 0.583758310227184 4.15787946783858 3.21215419182611e-05 0.0207112564168521
"OG0034900:" 1184.54171240047 2.34861683684316 0.564397796142184 4.16127924824762 3.16469820969109e-05 0.0207112564168521
"OG0018281:" 300.539042552135 -3.11552131663704 0.752493764716544 -4.14026196989237 3.46909416493541e-05 0.0217634091233732
"OG0001262:" 323.345987229847 1.90407702393217 0.461988821327284 4.12147856405226 3.76448504032465e-05 0.0229950596726357
"OG0007643:" 160.265136386808 2.16804747155769 0.531110590476955 4.08210175137104 4.46302477833069e-05 0.0248413414900574
"OG0012140:" 142.816511327979 2.57336047276206 0.629681593866016 4.08676464078069 4.37430468862802e-05 0.0248413414900574
"OG0018905:" 65.5304949312097 -2.66298286053788 0.652307825665688 -4.0824021355566 4.45725836257591e-05 0.0248413414900574
"OG0030566:" 208.778062477591 2.54415863249313 0.623499166374373 4.0804523401167 4.4948145036292e-05 0.0248413414900574
"OG0026171:" 97.0281873796489 -2.86188018069973 0.703801849514087 -4.06631523158912 4.77623201428343e-05 0.0251967948898971
"OG0031304:" 515.759911296364 2.11642854579363 0.520427764079291 4.06670952603362 4.76816151441663e-05 0.0251967948898971
"OG0006524:" 115.398221966346 3.0335316779145 0.747763507573817 4.05680625918354 4.97483156042993e-05 0.0256612867068221
